address,mac,ssid
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:31,Facebook_3_3
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:32,Google_3_3
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:33,Amazon_3_3
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:34,Tesla_3_3
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:35,ApplePark_3_3
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:36,Oracle_3_3
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:37,Oracle2_3_3
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:38,Oracle3_3_3
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:39,Oracle4_3_3
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3A,Oracle5_3_3
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3B,Oracle6_3_3
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3C,Oracle7_3_3
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3D,Oracle8_3_3
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3E,Oracle9_3_3
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3F,Oracle10_3_3
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:40,CNN_3_3
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:41,NBC_3_3
77 W 66th St New York NY,AA:BB:CC:DD:EE:42,ABC_3_3
51 W 52nd St New York NY,AA:BB:CC:DD:EE:43,CBS_3_3
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:44,Fox_3_3
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:45,TimeWarner_3_3
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:46,ATT_3_3
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:47,Verizon_3_3
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:48,Sprint_3_3
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:49,SprintHQ_3_3
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:4A,CocaCola_3_3
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:4B,Pepsi_3_3
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:4C,DrPepper_3_3
1 Monster Way Corona CA,AA:BB:CC:DD:EE:4D,Monster_3_3
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:4E,RedBull_3_3
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:4F,Starbucks_3_3
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:50,Dunkin_3_3
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:51,McDonalds_3_3
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:52,BurgerKing_3_3
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:53,Wendys_3_3
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:54,TacoBell_3_3
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:55,KFC_3_3
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:56,PizzaHut_3_3
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:57,Dominos_3_3
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:58,PapaJohns_3_3
1 Subway Way Milford CT,AA:BB:CC:DD:EE:59,Subway_3_3
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:5A,Chipotle_3_3
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:5B,Panera_3_3
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:5C,ChickfilA_3_3
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:5D,InNOut_3_3
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:5E,FiveGuys_3_3
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:5F,ShakeShack_3_3
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:60,WhiteCastle_3_3
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:61,Sonic_3_3
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:62,Arbys_3_3
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:63,JackBox_3_3
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:64,CarlsJr_3_3
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:65,Hardees_3_3
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:66,Popeyes_3_3
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:67,Bojangles_3_3
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:68,Zaxbys_3_3
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:69,RaisingCanes_3_3
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:6A,Wingstop_3_3
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:6B,BWW_3_3
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:6C,Hooters_3_3
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:6D,TwinPeaks_3_3
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:6E,TiltedKilt_3_3
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:6F,Applebees_3_3
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:70,Chilis_3_3
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:71,Fridays_3_3
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:72,OliveGarden_3_3
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:73,RedLobster_3_3
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:74,Outback_3_3
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:75,TexasRoadhouse_3_3
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:76,LongHorn_3_3
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:77,CrackerBarrel_3_3
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:78,BobEvans_3_3
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:79,Dennys_3_3
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:7A,IHOP_3_3
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:7B,WaffleHouse_3_3
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:7C,Perkins_3_3
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:7D,VillageInn_3_3
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:7E,Shoneys_3_3
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:7F,GoldenCorral_3_3
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:80,Ryans_3_3
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:81,Hometown_3_3
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:82,Sizzler_3_3
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:83,Ponderosa_3_3
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:84,Bonanza_3_3
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:85,Lubys_3_3
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:86,Furrs_3_3
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:87,Piccadilly_3_3
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:88,KW_3_3
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:89,Morrisons_3_3
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:8A,MCL_3_3
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:8B,Souplantation_3_3
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:8C,SweetTomatoes_3_3
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:8D,Cicis_3_3
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:8E,ChuckECheese_3_3
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:8F,DaveAndBusters_3_3
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:90,MainEvent_3_3
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:91,WhiteHouse_3_4
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:92,Empire_3_4
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:93,Apple_3_4
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:94,Microsoft_3_4
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:95,Facebook_3_4
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:96,Google_3_4
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:97,Amazon_3_4
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:98,Tesla_3_4
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:99,ApplePark_3_4
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9A,Oracle_3_4
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9B,Oracle2_3_4
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9C,Oracle3_3_4
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9D,Oracle4_3_4
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9E,Oracle5_3_4
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:9F,Oracle6_3_4
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A0,Oracle7_3_4
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A1,Oracle8_3_4
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A2,Oracle9_3_4
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:A3,Oracle10_3_4
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:A4,CNN_3_4
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:A5,NBC_3_4
77 W 66th St New York NY,AA:BB:CC:DD:EE:A6,ABC_3_4
51 W 52nd St New York NY,AA:BB:CC:DD:EE:A7,CBS_3_4
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:A8,Fox_3_4
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:A9,TimeWarner_3_4
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:AA,ATT_3_4
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:AB,Verizon_3_4
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:AC,Sprint_3_4
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:AD,SprintHQ_3_4
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:AE,CocaCola_3_4
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:AF,Pepsi_3_4
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:B0,DrPepper_3_4
1 Monster Way Corona CA,AA:BB:CC:DD:EE:B1,Monster_3_4
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:B2,RedBull_3_4
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:B3,Starbucks_3_4
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:B4,Dunkin_3_4
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:B5,McDonalds_3_4
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:B6,BurgerKing_3_4
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:B7,Wendys_3_4
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:B8,TacoBell_3_4
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:B9,KFC_3_4
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:BA,PizzaHut_3_4
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:BB,Dominos_3_4
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:BC,PapaJohns_3_4
1 Subway Way Milford CT,AA:BB:CC:DD:EE:BD,Subway_3_4
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:BE,Chipotle_3_4
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:BF,Panera_3_4
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:C0,ChickfilA_3_4
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:C1,InNOut_3_4
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:C2,FiveGuys_3_4
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:C3,ShakeShack_3_4
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:C4,WhiteCastle_3_4
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:C5,Sonic_3_4
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:C6,Arbys_3_4
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:C7,JackBox_3_4
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:C8,CarlsJr_3_4
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:C9,Hardees_3_4
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:CA,Popeyes_3_4
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:CB,Bojangles_3_4
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:CC,Zaxbys_3_4
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:CD,RaisingCanes_3_4
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:CE,Wingstop_3_4
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:CF,BWW_3_4
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:D0,Hooters_3_4
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:D1,TwinPeaks_3_4
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:D2,TiltedKilt_3_4
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:D3,Applebees_3_4
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:D4,Chilis_3_4
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:D5,Fridays_3_4
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:D6,OliveGarden_3_4
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:D7,RedLobster_3_4
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:D8,Outback_3_4
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:D9,TexasRoadhouse_3_4
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:DA,LongHorn_3_4
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:DB,CrackerBarrel_3_4
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:DC,BobEvans_3_4
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:DD,Dennys_3_4
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:DE,IHOP_3_4
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:DF,WaffleHouse_3_4
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:E0,Perkins_3_4
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:E1,VillageInn_3_4
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:E2,Shoneys_3_4
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:E3,GoldenCorral_3_4
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:E4,Ryans_3_4
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:E5,Hometown_3_4
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:E6,Sizzler_3_4
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:E7,Ponderosa_3_4
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:E8,Bonanza_3_4
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:E9,Lubys_3_4
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:EA,Furrs_3_4
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:EB,Piccadilly_3_4
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:EC,KW_3_4
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:ED,Morrisons_3_4
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:EE,MCL_3_4
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:EF,Souplantation_3_4
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:F0,SweetTomatoes_3_4
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:F1,Cicis_3_4
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:F2,ChuckECheese_3_4
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:F3,DaveAndBusters_3_4
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:F4,MainEvent_3_4
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:F5,WhiteHouse_3_5
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:F6,Empire_3_5
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:F7,Apple_3_5
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:F8,Microsoft_3_5
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:F9,Facebook_3_5
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:FA,Google_3_5
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:FB,Amazon_3_5
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:FC,Tesla_3_5
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:FD,ApplePark_3_5
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:FE,Oracle_3_5
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:FF,Oracle2_3_5
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:00,Oracle3_3_5
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:01,Oracle4_3_5
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:02,Oracle5_3_5
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:03,Oracle6_3_5
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:04,Oracle7_3_5
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:05,Oracle8_3_5
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:06,Oracle9_3_5
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:07,Oracle10_3_5
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:08,CNN_3_5
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:09,NBC_3_5
77 W 66th St New York NY,AA:BB:CC:DD:EE:0A,ABC_3_5
51 W 52nd St New York NY,AA:BB:CC:DD:EE:0B,CBS_3_5
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:0C,Fox_3_5
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:0D,TimeWarner_3_5
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:0E,ATT_3_5
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:0F,Verizon_3_5
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:10,Sprint_3_5
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:11,SprintHQ_3_5
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:12,CocaCola_3_5
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:13,Pepsi_3_5
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:14,DrPepper_3_5
1 Monster Way Corona CA,AA:BB:CC:DD:EE:15,Monster_3_5
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:16,RedBull_3_5
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:17,Starbucks_3_5
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:18,Dunkin_3_5
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:19,McDonalds_3_5
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:1A,BurgerKing_3_5
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:1B,Wendys_3_5
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:1C,TacoBell_3_5
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:1D,KFC_3_5
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:1E,PizzaHut_3_5
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:1F,Dominos_3_5
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:20,PapaJohns_3_5
1 Subway Way Milford CT,AA:BB:CC:DD:EE:21,Subway_3_5
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:22,Chipotle_3_5
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:23,Panera_3_5
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:24,ChickfilA_3_5
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:25,InNOut_3_5
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:26,FiveGuys_3_5
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:27,ShakeShack_3_5
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:28,WhiteCastle_3_5
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:29,Sonic_3_5
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:2A,Arbys_3_5
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:2B,JackBox_3_5
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:2C,CarlsJr_3_5
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:2D,Hardees_3_5
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:2E,Popeyes_3_5
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:2F,Bojangles_3_5
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:30,Zaxbys_3_5
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:31,RaisingCanes_3_5
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:32,Wingstop_3_5
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:33,BWW_3_5
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:34,Hooters_3_5
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:35,TwinPeaks_3_5
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:36,TiltedKilt_3_5
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:37,Applebees_3_5
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:38,Chilis_3_5
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:39,Fridays_3_5
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:3A,OliveGarden_3_5
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:3B,RedLobster_3_5
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:3C,Outback_3_5
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:3D,TexasRoadhouse_3_5
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:3E,LongHorn_3_5
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:3F,CrackerBarrel_3_5
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:40,BobEvans_3_5
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:41,Dennys_3_5
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:42,IHOP_3_5
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:43,WaffleHouse_3_5
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:44,Perkins_3_5
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:45,VillageInn_3_5
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:46,Shoneys_3_5
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:47,GoldenCorral_3_5
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:48,Ryans_3_5
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:49,Hometown_3_5
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:4A,Sizzler_3_5
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:4B,Ponderosa_3_5
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:4C,Bonanza_3_5
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:4D,Lubys_3_5
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:4E,Furrs_3_5
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:4F,Piccadilly_3_5
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:50,KW_3_5
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:51,Morrisons_3_5
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:52,MCL_3_5
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:53,Souplantation_3_5
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:54,SweetTomatoes_3_5
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:55,Cicis_3_5
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:56,ChuckECheese_3_5
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:57,DaveAndBusters_3_5
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:58,MainEvent_3_5
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:59,WhiteHouse_3_6
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:5A,Empire_3_6
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:5B,Apple_3_6
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:5C,Microsoft_3_6
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:5D,Facebook_3_6
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:5E,Google_3_6
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:5F,Amazon_3_6
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:60,Tesla_3_6
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:61,ApplePark_3_6
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:62,Oracle_3_6
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:63,Oracle2_3_6
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:64,Oracle3_3_6
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:65,Oracle4_3_6
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:66,Oracle5_3_6
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:67,Oracle6_3_6
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:68,Oracle7_3_6
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:69,Oracle8_3_6
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:6A,Oracle9_3_6
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:6B,Oracle10_3_6
