lat,lon,bssid,ssid,address
42.93794321928132,-83.72098269687828,C8:78:67:72:0C:54,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:0C:55,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:0C:56,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:0C:57,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:1C:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:1C:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:1C:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:1C:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:1C:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93794321928132,-83.72098269687828,C8:78:67:72:1C:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:07:11,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:07:13,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:09:11,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:09:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:09:13,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:09:14,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:09:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:09:16,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:14:11,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:14:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:14:13,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:14:14,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:14:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,C8:78:67:72:14:16,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93795880580237,-83.72100082626254,CC:28:AA:5E:6F:38,2020NOW_2GHz,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:0C:61,dtwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:14:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:14:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:14:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:14:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:14:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,C8:78:67:72:14:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,DC:62:79:3D:28:FD,Optoffice,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,DE:62:79:6D:28:FB,McLStaff,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,DE:62:79:7D:28:FB,,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93796171352617,-83.7209601039203,E0:63:DA:12:E9:3A,,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,84:BA:20:18:5C:0C,nidek_mem_186614,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,AA:17:C8:12:12:C0,Operator WiFi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:04:51,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:04:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:04:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:04:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:04:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:14,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:51,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:52,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:53,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:54,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:55,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:07:56,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0C:91,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0D:91,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0D:92,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0D:93,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0D:94,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0D:95,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0D:96,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0F:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0F:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:0F:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:10:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:10:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:10:16,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:13:11,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:13:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:13:13,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:13:14,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:13:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:13:16,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:14:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:14:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:14:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:14:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:14:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:14:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:11,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:13,dtwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:14,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:15,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:16,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1B:17,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1C:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,C8:78:67:72:1C:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,DE:62:79:7D:28:FB,,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937965446520884,-83.72101756033419,E6:55:B8:2F:71:9F,ATT - Costco WiFi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93797609011949,-83.72087060402235,C8:78:67:72:04:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93797609011949,-83.72087060402235,C8:78:67:72:04:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93797609011949,-83.72087060402235,C8:78:67:72:04:16,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,54:33:C6:C6:D1:21,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,54:33:C6:C6:D1:22,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,54:33:C6:C6:D1:23,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,54:33:C6:C6:D1:24,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,54:33:C6:C6:D1:25,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,C8:78:67:72:07:51,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,C8:78:67:72:07:52,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,C8:78:67:72:07:53,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,C8:78:67:72:07:54,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,C8:78:67:72:07:55,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93798506851862,-83.72093042671219,C8:78:67:72:07:56,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93799210194036,-83.72086378108693,C8:78:67:72:13:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.937994565297416,-83.72086273140457,C8:78:67:72:13:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93799579697594,-83.72086220656337,84:BA:20:18:5F:EC,nidek_mem_186614,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800072369005,-83.72086010719863,C8:78:67:72:1A:91,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800072369005,-83.72086010719863,C8:78:67:72:1A:92,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800072369005,-83.72086010719863,C8:78:67:72:1A:93,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800072369005,-83.72086010719863,C8:78:67:72:1A:95,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800072369005,-83.72086010719863,C8:78:67:72:1A:96,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:71:AB:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:71:AB:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:71:AB:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:71:AB:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:71:AB:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:71:AB:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:72:13:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:72:13:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:72:13:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800441872564,-83.72085853267508,C8:78:67:72:13:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938005650404165,-83.72085800783388,C8:78:67:72:11:11,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938005650404165,-83.72085800783388,C8:78:67:72:11:14,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938005650404165,-83.72085800783388,C8:78:67:72:11:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938005650404165,-83.72085800783388,C8:78:67:72:11:16,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938006882082696,-83.7208574829927,C8:78:67:72:11:12,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938006882082696,-83.7208574829927,C8:78:67:72:30:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938006882082696,-83.7208574829927,C8:78:67:72:30:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938006882082696,-83.7208574829927,C8:78:67:72:30:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938006882082696,-83.7208574829927,C8:78:67:72:30:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93800811376122,-83.72085695815151,C8:78:67:72:11:13,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938010249521675,-83.72089517779136,54:33:C6:C6:D1:21,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938010249521675,-83.72089517779136,54:33:C6:C6:D1:22,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938010249521675,-83.72089517779136,54:33:C6:C6:D1:23,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938010249521675,-83.72089517779136,54:33:C6:C6:D1:24,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938010249521675,-83.72089517779136,54:33:C6:C6:D1:25,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938010249521675,-83.72089517779136,E2:60:F2:20:C1:98,CADILLAC9369,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93801673551092,-83.72085328426321,C8:78:67:72:30:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93802412558209,-83.7208501352161,C8:78:67:72:1D:D1,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938034493824084,-83.72085784459946,54:33:C6:C6:D1:23,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938034493824084,-83.72085784459946,62:E6:F0:2E:10:28,myChevrolet 1028,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938034493824084,-83.72085784459946,7A:3E:92:EC:22:A2,AndroidShare_4076,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938034493824084,-83.72085784459946,C2:C4:F9:80:EF:86,myGMC EE85,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93803521068884,-83.72084541164543,C8:78:67:72:30:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938046295795594,-83.72084068807476,C8:78:67:72:15:14,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938046295795594,-83.72084068807476,C8:78:67:72:15:15,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93804752747412,-83.72084016323358,C8:78:67:72:1D:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93804752747412,-83.72084016323358,C8:78:67:72:1D:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93804752747412,-83.72084016323358,C8:78:67:72:1D:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938051222509706,-83.72083858871002,40:D5:21:46:77:23,Hyundai_e1GO,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938052864747746,-83.72083788892176,C0:EE:40:DC:10:20,D2436M013205,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93805409642627,-83.72083736408058,C8:78:67:72:0B:95,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93805942479977,-83.72082052409944,2A:38:5C:C6:58:C6,PROJc658c6,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93805942479977,-83.72082052409944,54:33:C6:C6:D1:21,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93805942479977,-83.72082052409944,54:33:C6:C6:D1:24,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93805942479977,-83.72082052409944,F8:55:CD:ED:8F:C0,HotspotR4ED,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93807010824714,-83.72083054114518,C8:78:67:72:1D:D2,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93807010824714,-83.72083054114518,C8:78:67:72:1D:D6,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93807503496125,-83.72082844178043,C8:78:67:72:1A:94,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93808029836607,-83.720782723584,2A:38:5C:C6:58:C6,PROJc658c6,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93808029836607,-83.720782723584,54:33:C6:C6:D1:22,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93808029836607,-83.720782723584,54:33:C6:C6:D1:23,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93808029836607,-83.720782723584,54:33:C6:C6:D1:25,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938092563080644,-83.72070633517909,310410_19467_181794072,AT&T Mobility,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938092563080644,-83.72070633517909,FA:8F:CA:56:EE:7A,LG_Speaker_SC9S_1820.l105,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810279645731,-83.72075064670983,22:AD:56:36:28:0C,Hotspot280C,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810279645731,-83.72075064670983,5A:E4:03:17:49:FF,myChevrolet 49ff,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810279645731,-83.72075064670983,62:E6:F0:3E:10:28,myChevrolet 1028,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810279645731,-83.72075064670983,C8:9E:43:44:5F:0C,,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810582692445,-83.72081532075079,C8:78:67:72:16:91,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810582692445,-83.72081532075079,C8:78:67:72:16:92,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810582692445,-83.72081532075079,C8:78:67:72:16:93,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810582692445,-83.72081532075079,C8:78:67:72:16:94,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810582692445,-83.72081532075079,C8:78:67:72:16:95,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93810582692445,-83.72081532075079,C8:78:67:72:16:96,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93811848911506,-83.72071051125013,5A:E4:03:07:49:FF,myChevrolet 49ff,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93813275927207,-83.7206631759568,5A:16:D7:E5:BD:6C,lupita luna,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93813275927207,-83.7206631759568,5A:E4:03:07:49:FF,myChevrolet 49ff,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93813275927207,-83.7206631759568,5A:E4:03:17:49:FF,myChevrolet 49ff,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381341555306,-83.72080324940352,C8:78:67:72:2F:91,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381341555306,-83.72080324940352,C8:78:67:72:2F:93,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381341555306,-83.72080324940352,C8:78:67:72:2F:95,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381341555306,-83.72080324940352,C8:78:67:72:2F:96,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93813538720912,-83.72080272456233,3A:49:4C:CD:89:7C,CHEVROLET1492,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93814277728029,-83.72079957551522,C8:78:67:72:2F:94,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93814647231588,-83.72079800099165,C8:78:67:72:2F:92,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381561262141,-83.72091883092573,310410_19467_181794072,AT&T Mobility,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381561262141,-83.72091883092573,3E:26:78:2E:E2:8E,GM Security,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381561262141,-83.72091883092573,CC:28:AA:5E:6F:38,2020NOW_2GHz,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9381561262141,-83.72091883092573,CE:22:26:D8:B9:4A,myChevrolet 2825,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.938165138480926,-83.72056325507323,310260_10943488_4338368815,T-Mobile USA,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93816576504875,-83.72064821521813,5A:E4:03:17:49:FF,myChevrolet 49ff,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93817549,-83.7205945,310260_42748_5894669,T-Mobile USA,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818013819565,-83.72078365533258,C8:78:67:72:22:91,cwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818013819565,-83.72078365533258,C8:78:67:72:22:92,ctab,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818013819565,-83.72078365533258,C8:78:67:72:22:93,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818013819565,-83.72078365533258,C8:78:67:72:22:94,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818013819565,-83.72078365533258,C8:78:67:72:22:95,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818013819565,-83.72078365533258,C8:78:67:72:22:96,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818677053746,-83.72091449805954,04:C4:61:80:8C:AD,test_wifiap,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93818677053746,-83.72091449805954,310410_19467_181794058,AT&T Mobility,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93819738169504,-83.72077630755598,C8:78:67:72:0B:93,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93819738169504,-83.72077630755598,C8:78:67:72:0B:94,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93819738169504,-83.72077630755598,C8:78:67:72:0B:96,Costco Member Wifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93820846680179,-83.72077158398531,C2:E3:A5:61:53:EC,AP10037263,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.9382305745866,-83.72064692761681,F8:55:CD:ED:8F:C0,HotspotR4ED,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93824049044352,-83.72075793811447,C8:78:67:72:08:D3,mint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93824049044352,-83.72075793811447,C8:78:67:72:08:D4,mobileprint,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
42.93824049044352,-83.72075793811447,C8:78:67:72:08:D5,cvwifi,"6200 Lafontaine Drive, Flint, Michigan 48507, United States"
