address,mac,ssid,latitude,longitude,geocoded_address
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:BE,Furrs_1,35.088192,-106.650945,"Albuquerque, New Mexico, United States"
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:BF,Piccadilly_1,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:C0,KW_1,36.098406,-80.244912,"Winston-Salem, North Carolina, United States"
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:C1,Morrisons_1,30.689752,-88.042148,"Mobile, Alabama, United States"
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:C2,MCL_1,50.90814,-1.50213,"1 Mill Way, Totton, Southampton, SO40 7JF, United Kingdom"
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:C3,Souplantation_1,32.713623,-117.16016,"San Diego, California, United States"
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:C4,SweetTomatoes_1,39.708706,-105.086267,"Lakewood, Colorado, United States"
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:C5,Cicis_1,32.971074,-96.993606,"Coppell, Texas, United States"
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:C6,ChuckECheese_1,32.82938,-96.944127,"Irving, Texas, United States"
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:C7,DaveAndBusters_1,32.781339,-96.799759,"Dallas, Texas, United States"
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:C8,MainEvent_1,32.781339,-96.799759,"Dallas, Texas, United States"
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:C9,WhiteHouse_2,38.897684,-77.036574,"1600 Pennsylvania Avenue Northwest, Washington, District of Columbia 20500, United States"
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:CA,Empire_2,40.672196,-73.984612,"350 Fifth Avenue, Brooklyn, New York 11215, United States"
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:CB,Apple_2,37.331522,-122.03023,"1 Infinite Loop, Cupertino, California 95014, United States"
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:CC,Microsoft_2,47.640606,-122.127912,"1 NE One Microsoft Way, Redmond, Washington 98052, United States"
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:CD,Facebook_2,37.485134,-122.148712,"1 Hacker Way, Menlo Park, California 94025, United States"
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:CE,Google_2,41.864169,-87.688184,"1901 South Campbell Avenue, Chicago, Illinois 60612, United States"
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:CF,Amazon_2,47.62231,-122.336748,"410 Terry Avenue North, Seattle, Washington 98109, United States"
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:D0,Tesla_2,30.222695,-97.618788,"1 Tesla Road, Austin, Texas 78725, United States"
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:D1,ApplePark_2,37.33484,-122.0113,"1 Apple Park Way, Cupertino, California 95014, United States"
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D2,Oracle_2,37.530685,-122.262431,"500 Oracle Parkway, Redwood City, California 94065, United States"
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D3,Oracle2_2,37.529394,-122.265808,"100 Oracle Parkway, Redwood City, California 94070, United States"
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D4,Oracle3_2,37.53074,-122.26557,"200 Oracle Parkway, Redwood City, California 94065, United States"
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D5,Oracle4_2,37.531192,-122.264645,"300 Oracle Parkway, Redwood City, California 94065, United States"
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D6,Oracle5_2,37.530844,-122.263484,"400 Oracle Parkway, Redwood City, California 94065, United States"
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D7,Oracle6_2,37.52981,-122.26198,"600 Oracle Parkway, Redwood City, California 94065, United States"
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D8,Oracle7_2,37.530014,-122.260626,"700 Oracle Parkway, Redwood City, California 94065, United States"
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:D9,Oracle8_2,37.529531,-122.260512,"800 Oracle Parkway, Redwood City, California 94065, United States"
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:DA,Oracle9_2,37.529173,-122.260178,"900 Oracle Parkway, Redwood City, California 94065, United States"
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:DB,Oracle10_2,37.528699,-122.260069,"1000 Oracle Parkway, Redwood City, California 94065, United States"
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:DC,CNN_2,33.757489,-84.394522,"1 Cnn Ctr NW, Atlanta, Georgia 30303, United States"
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:DD,NBC_2,40.759281,-73.979808,"30 Rockefeller Plaza, New York, New York 10112, United States"
77 W 66th St New York NY,AA:BB:CC:DD:EE:DE,ABC_2,40.773437,-73.980607,"77 West 66th Street, New York, New York 10023, United States"
51 W 52nd St New York NY,AA:BB:CC:DD:EE:DF,CBS_2,40.761169,-73.978812,"51 West 52nd Street, New York, New York 10019, United States"
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:E0,Fox_2,40.758599,-73.982236,"1211 Sixth Avenue, New York, New York 10022, United States"
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:E1,TimeWarner_2,40.767972,-73.982924,"1 Time Warner Ctr, New York, New York 10019, United States"
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:E2,ATT_2,32.781339,-96.799759,"Dallas, Texas, United States"
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:E3,Verizon_2,40.75466,-73.984732,"1095 Sixth Avenue, New York, New York 10036, United States"
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:E4,Sprint_2,38.89784,-77.0126,"600 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States"
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:E5,SprintHQ_2,38.915579,-94.658709,"6200 Sprint Pkwy, Overland Park, Kansas 66211, United States"
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:E6,CocaCola_2,33.771079,-84.396874,"1 Coca Cola Plz NW, Atlanta, Georgia 30313, United States"
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:E7,Pepsi_2,41.511772,-74.052587,"1 Pepsi Way, Newburgh, New York 12550, United States"
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:E8,DrPepper_2,33.019677,-96.699236,"Plano, Texas, United States"
1 Monster Way Corona CA,AA:BB:CC:DD:EE:E9,Monster_2,33.886641,-117.513232,"1 Monster Way, Corona, California 92879, United States"
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:EA,RedBull_2,37.754446,-121.371036,"Banta, California, United States"
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:EB,Starbucks_2,46.519321,-118.12762,"Starbuck, Washington, United States"
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:EC,Dunkin_2,44.023054,-70.657049,"1 Dunkin Way, Bridgton, Maine 04009, United States"
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:ED,McDonalds_2,41.832871,-87.928694,"Oak Brook, Illinois, United States"
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:EE,BurgerKing_2,25.773357,-80.1919,"Miami, Florida, United States"
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:EF,Wendys_2,39.642213,-84.237621,"1 Wendy Way, West Carrollton, Ohio 45449, United States"
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:F0,TacoBell_2,33.684617,-117.82634,"Irvine, California, United States"
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:F1,KFC_2,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:F2,PizzaHut_2,33.019677,-96.699236,"Plano, Texas, United States"
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:F3,Dominos_2,42.281424,-83.748499,"Ann Arbor, Michigan, United States"
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:F4,PapaJohns_2,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Subway Way Milford CT,AA:BB:CC:DD:EE:F5,Subway_2,41.222399,-73.056719,"Milford, Connecticut, United States"
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:F6,Chipotle_2,33.617991,-117.930145,"Newport Beach, California, United States"
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:F7,Panera_2,38.627464,-90.19835,"St. Louis, Missouri, United States"
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:F8,ChickfilA_2,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:F9,InNOut_2,33.684617,-117.82634,"Irvine, California, United States"
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:FA,FiveGuys_2,38.704564,-77.219518,"Lorton, Virginia, United States"
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:FB,ShakeShack_2,40.712749,-74.005994,"New York, New York, United States"
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:FC,WhiteCastle_2,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:FD,Sonic_2,35.46883,-97.517981,"Oklahoma City, Oklahoma, United States"
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:FE,Arbys_2,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:FF,JackBox_2,32.713623,-117.16016,"San Diego, California, United States"
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:00,CarlsJr_2,33.833337,-117.913192,"Anaheim, California, United States"
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:01,Hardees_2,35.939026,-77.800244,"Rocky Mount, North Carolina, United States"
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:02,Popeyes_2,25.773357,-80.1919,"Miami, Florida, United States"
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:03,Bojangles_2,35.227207,-80.84309,"Charlotte, North Carolina, United States"
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:04,Zaxbys_2,33.87319,-83.47376,"Way, Watkinsville, Georgia 30677, United States"
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:05,RaisingCanes_2,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:06,Wingstop_2,32.781339,-96.799759,"Dallas, Texas, United States"
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:07,BWW_2,44.976106,-93.266096,"Minneapolis, Minnesota, United States"
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:08,Hooters_2,27.962345,-82.801662,"Clearwater, Florida, United States"
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:09,TwinPeaks_2,32.781339,-96.799759,"Dallas, Texas, United States"
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:0A,TiltedKilt_2,33.425508,-111.939965,"Tempe, Arizona, United States"
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:0B,Applebees_2,34.146288,-118.254947,"Glendale, California, United States"
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:0C,Chilis_2,32.781339,-96.799759,"Dallas, Texas, United States"
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:0D,Fridays_2,32.923282,-96.750161,"Ti Boulevard, Dallas, Texas 75243, United States"
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:0E,OliveGarden_2,28.54211,-81.379039,"Orlando, Florida, United States"
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:0F,RedLobster_2,28.54211,-81.379039,"Orlando, Florida, United States"
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:10,Outback_2,28.560591,-82.319854,"Outback Way, Brooksville, Florida 34601, United States"
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:11,TexasRoadhouse_2,38.217245,-85.743848,"1 Texas Avenue, Louisville, Kentucky 40217, United States"
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:12,LongHorn_2,28.320728,-81.413279,"Longhorn Court, Kissimmee, Florida 34741, United States"
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:13,CrackerBarrel_2,36.207951,-86.2909,"Lebanon, Tennessee, United States"
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:14,BobEvans_2,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:15,Dennys_2,34.949572,-81.931681,"Spartanburg, South Carolina, United States"
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:16,IHOP_2,34.146288,-118.254947,"Glendale, California, United States"
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:17,WaffleHouse_2,33.941137,-84.211514,"Norcross, Georgia, United States"
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:18,Perkins_2,35.777972,-84.119115,"Perkins Way, Friendsville, Tennessee 37737, United States"
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:19,VillageInn_2,39.741681,-104.986109,"Denver, Colorado, United States"
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:1A,Shoneys_2,36.164518,-86.781073,"Nashville, Tennessee, United States"
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:1B,GoldenCorral_2,35.779557,-78.638148,"Raleigh, North Carolina, United States"
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:1C,Ryans_2,43.44312,-76.4886,"1 Ryan's Way, Oswego, New York 13126, United States"
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:1D,Hometown_2,32.713623,-117.16016,"San Diego, California, United States"
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:1E,Sizzler_2,32.836784,-116.981972,"Mission Viejo Court, Santee, California 92071, United States"
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:1F,Ponderosa_2,39.758781,-84.19637,"Dayton, Ohio, United States"
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:20,Bonanza_2,32.722346,-96.8977,"Bonanza Lane, Dallas, Texas 75211, United States"
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:21,Lubys_2,30.542237,-95.479229,"Rubys Way, New Waverly, Texas 77358, United States"
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:22,Furrs_2,35.088192,-106.650945,"Albuquerque, New Mexico, United States"
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:23,Piccadilly_2,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:24,KW_2,36.098406,-80.244912,"Winston-Salem, North Carolina, United States"
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:25,Morrisons_2,30.689752,-88.042148,"Mobile, Alabama, United States"
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:26,MCL_2,50.90814,-1.50213,"1 Mill Way, Totton, Southampton, SO40 7JF, United Kingdom"
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:27,Souplantation_2,32.713623,-117.16016,"San Diego, California, United States"
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:28,SweetTomatoes_2,39.708706,-105.086267,"Lakewood, Colorado, United States"
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:29,Cicis_2,32.971074,-96.993606,"Coppell, Texas, United States"
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:2A,ChuckECheese_2,32.82938,-96.944127,"Irving, Texas, United States"
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:2B,DaveAndBusters_2,32.781339,-96.799759,"Dallas, Texas, United States"
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:2C,MainEvent_2,32.781339,-96.799759,"Dallas, Texas, United States"
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:2D,WhiteHouse_3,38.897684,-77.036574,"1600 Pennsylvania Avenue Northwest, Washington, District of Columbia 20500, United States"
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:2E,Empire_3,40.672196,-73.984612,"350 Fifth Avenue, Brooklyn, New York 11215, United States"
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:2F,Apple_3,37.331522,-122.03023,"1 Infinite Loop, Cupertino, California 95014, United States"
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:30,Microsoft_3,47.640606,-122.127912,"1 NE One Microsoft Way, Redmond, Washington 98052, United States"
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:31,Facebook_3,37.485134,-122.148712,"1 Hacker Way, Menlo Park, California 94025, United States"
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:32,Google_3,41.864169,-87.688184,"1901 South Campbell Avenue, Chicago, Illinois 60612, United States"
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:33,Amazon_3,47.62231,-122.336748,"410 Terry Avenue North, Seattle, Washington 98109, United States"
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:34,Tesla_3,30.222695,-97.618788,"1 Tesla Road, Austin, Texas 78725, United States"
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:35,ApplePark_3,37.33484,-122.0113,"1 Apple Park Way, Cupertino, California 95014, United States"
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:36,Oracle_3,37.530685,-122.262431,"500 Oracle Parkway, Redwood City, California 94065, United States"
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:37,Oracle2_3,37.529394,-122.265808,"100 Oracle Parkway, Redwood City, California 94070, United States"
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:38,Oracle3_3,37.53074,-122.26557,"200 Oracle Parkway, Redwood City, California 94065, United States"
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:39,Oracle4_3,37.531192,-122.264645,"300 Oracle Parkway, Redwood City, California 94065, United States"
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3A,Oracle5_3,37.530844,-122.263484,"400 Oracle Parkway, Redwood City, California 94065, United States"
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3B,Oracle6_3,37.52981,-122.26198,"600 Oracle Parkway, Redwood City, California 94065, United States"
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3C,Oracle7_3,37.530014,-122.260626,"700 Oracle Parkway, Redwood City, California 94065, United States"
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3D,Oracle8_3,37.529531,-122.260512,"800 Oracle Parkway, Redwood City, California 94065, United States"
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3E,Oracle9_3,37.529173,-122.260178,"900 Oracle Parkway, Redwood City, California 94065, United States"
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:3F,Oracle10_3,37.528699,-122.260069,"1000 Oracle Parkway, Redwood City, California 94065, United States"
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:40,CNN_3,33.757489,-84.394522,"1 Cnn Ctr NW, Atlanta, Georgia 30303, United States"
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:41,NBC_3,40.759281,-73.979808,"30 Rockefeller Plaza, New York, New York 10112, United States"
77 W 66th St New York NY,AA:BB:CC:DD:EE:42,ABC_3,40.773437,-73.980607,"77 West 66th Street, New York, New York 10023, United States"
51 W 52nd St New York NY,AA:BB:CC:DD:EE:43,CBS_3,40.761169,-73.978812,"51 West 52nd Street, New York, New York 10019, United States"
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:44,Fox_3,40.758599,-73.982236,"1211 Sixth Avenue, New York, New York 10022, United States"
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:45,TimeWarner_3,40.767972,-73.982924,"1 Time Warner Ctr, New York, New York 10019, United States"
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:46,ATT_3,32.781339,-96.799759,"Dallas, Texas, United States"
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:47,Verizon_3,40.75466,-73.984732,"1095 Sixth Avenue, New York, New York 10036, United States"
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:48,Sprint_3,38.89784,-77.0126,"600 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States"
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:49,SprintHQ_3,38.915579,-94.658709,"6200 Sprint Pkwy, Overland Park, Kansas 66211, United States"
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:4A,CocaCola_3,33.771079,-84.396874,"1 Coca Cola Plz NW, Atlanta, Georgia 30313, United States"
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:4B,Pepsi_3,41.511772,-74.052587,"1 Pepsi Way, Newburgh, New York 12550, United States"
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:4C,DrPepper_3,33.019677,-96.699236,"Plano, Texas, United States"
1 Monster Way Corona CA,AA:BB:CC:DD:EE:4D,Monster_3,33.886641,-117.513232,"1 Monster Way, Corona, California 92879, United States"
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:4E,RedBull_3,37.754446,-121.371036,"Banta, California, United States"
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:4F,Starbucks_3,46.519321,-118.12762,"Starbuck, Washington, United States"
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:50,Dunkin_3,44.023054,-70.657049,"1 Dunkin Way, Bridgton, Maine 04009, United States"
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:51,McDonalds_3,41.832871,-87.928694,"Oak Brook, Illinois, United States"
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:52,BurgerKing_3,25.773357,-80.1919,"Miami, Florida, United States"
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:53,Wendys_3,39.642213,-84.237621,"1 Wendy Way, West Carrollton, Ohio 45449, United States"
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:54,TacoBell_3,33.684617,-117.82634,"Irvine, California, United States"
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:55,KFC_3,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:56,PizzaHut_3,33.019677,-96.699236,"Plano, Texas, United States"
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:57,Dominos_3,42.281424,-83.748499,"Ann Arbor, Michigan, United States"
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:58,PapaJohns_3,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Subway Way Milford CT,AA:BB:CC:DD:EE:59,Subway_3,41.222399,-73.056719,"Milford, Connecticut, United States"
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:5A,Chipotle_3,33.617991,-117.930145,"Newport Beach, California, United States"
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:5B,Panera_3,38.627464,-90.19835,"St. Louis, Missouri, United States"
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:5C,ChickfilA_3,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:5D,InNOut_3,33.684617,-117.82634,"Irvine, California, United States"
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:5E,FiveGuys_3,38.704564,-77.219518,"Lorton, Virginia, United States"
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:5F,ShakeShack_3,40.712749,-74.005994,"New York, New York, United States"
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:60,WhiteCastle_3,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:61,Sonic_3,35.46883,-97.517981,"Oklahoma City, Oklahoma, United States"
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:62,Arbys_3,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:63,JackBox_3,32.713623,-117.16016,"San Diego, California, United States"
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:64,CarlsJr_3,33.833337,-117.913192,"Anaheim, California, United States"
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:65,Hardees_3,35.939026,-77.800244,"Rocky Mount, North Carolina, United States"
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:66,Popeyes_3,25.773357,-80.1919,"Miami, Florida, United States"
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:67,Bojangles_3,35.227207,-80.84309,"Charlotte, North Carolina, United States"
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:68,Zaxbys_3,33.87319,-83.47376,"Way, Watkinsville, Georgia 30677, United States"
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:69,RaisingCanes_3,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:6A,Wingstop_3,32.781339,-96.799759,"Dallas, Texas, United States"
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:6B,BWW_3,44.976106,-93.266096,"Minneapolis, Minnesota, United States"
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:6C,Hooters_3,27.962345,-82.801662,"Clearwater, Florida, United States"
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:6D,TwinPeaks_3,32.781339,-96.799759,"Dallas, Texas, United States"
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:6E,TiltedKilt_3,33.425508,-111.939965,"Tempe, Arizona, United States"
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:6F,Applebees_3,34.146288,-118.254947,"Glendale, California, United States"
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:70,Chilis_3,32.781339,-96.799759,"Dallas, Texas, United States"
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:71,Fridays_3,32.923282,-96.750161,"Ti Boulevard, Dallas, Texas 75243, United States"
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:72,OliveGarden_3,28.54211,-81.379039,"Orlando, Florida, United States"
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:73,RedLobster_3,28.54211,-81.379039,"Orlando, Florida, United States"
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:74,Outback_3,28.560591,-82.319854,"Outback Way, Brooksville, Florida 34601, United States"
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:75,TexasRoadhouse_3,38.217245,-85.743848,"1 Texas Avenue, Louisville, Kentucky 40217, United States"
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:76,LongHorn_3,28.320728,-81.413279,"Longhorn Court, Kissimmee, Florida 34741, United States"
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:77,CrackerBarrel_3,36.207951,-86.2909,"Lebanon, Tennessee, United States"
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:78,BobEvans_3,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:79,Dennys_3,34.949572,-81.931681,"Spartanburg, South Carolina, United States"
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:7A,IHOP_3,34.146288,-118.254947,"Glendale, California, United States"
