FILE | Lines % | Branches % | Functions % | VERDICT
server/src/services/filterQueryBuilder/modules/observationSpatialQualityPredicates.ts | 100% | 100% | 100% | COVERED
server/src/services/filterQueryBuilder/networkWhereBuilder.ts | 89.47% | 80.29% | 100% | PARTIAL
server/src/services/filterQueryBuilder/normalizers.ts | 98.52% | 95.87% | 100% | PARTIAL
server/src/services/filterQueryBuilder/radioPredicates.ts | 96.92% | 94.73% | 100% | PARTIAL
server/src/services/filterQueryBuilder/spatialHelpers.ts | 100% | 100% | 100% | COVERED
server/src/services/filterQueryBuilder/sqlExpressions.ts | 100% | 100% | 100% | COVERED
server/src/services/filterQueryBuilder/threatCategoryLevels.ts | 100% | 100% | 100% | COVERED
server/src/services/filterQueryBuilder/types.ts | 0% | 100% | 100% | UNCOVERED
server/src/services/filterQueryBuilder/universalFilterQueryBuilder.ts | 100% | 100% | 100% | COVERED
server/src/services/filterQueryBuilder/validators.ts | 85.71% | 92.15% | 100% | PARTIAL
server/src/services/filteredAnalyticsService.ts | 97.22% | 90.62% | 91.66% | PARTIAL
server/src/services/geocoding/cacheDatabase.ts | 90.9% | 78.57% | 80% | PARTIAL
server/src/services/geocoding/cacheStats.ts | 87.5% | 100% | 33.33% | PARTIAL
server/src/services/geocoding/cacheStore.ts | 100% | 100% | 100% | COVERED
server/src/services/geocoding/cacheUtils.ts | 100% | 92.59% | 100% | COVERED
server/src/services/geocoding/daemonRuntime.ts | 67.46% | 53.57% | 76.92% | PARTIAL
server/src/services/geocoding/daemonState.ts | 100% | 95.45% | 100% | COVERED
server/src/services/geocoding/jobState.ts | 100% | 76.92% | 100% | PARTIAL
server/src/services/geocoding/mapbox.ts | 97.82% | 75.4% | 100% | PARTIAL
server/src/services/geocoding/providerRuntime.ts | 100% | 92% | 100% | COVERED
server/src/services/geocoding/providers.ts | 100% | 94.01% | 100% | COVERED
server/src/services/geocoding/types.ts | 0% | 100% | 100% | UNCOVERED
server/src/services/geocodingCacheService.ts | 84.17% | 59.13% | 77.77% | PARTIAL
server/src/services/homeLocationService.ts | 100% | 100% | 100% | COVERED
server/src/services/kepler/keplerTransforms.ts | 43.39% | 15.72% | 68.75% | UNCOVERED
server/src/services/keplerService.ts | 100% | 70% | 40% | PARTIAL
server/src/services/miscService.ts | 100% | 100% | 100% | COVERED
server/src/services/ml/modelScoring.ts | 96.77% | 95% | 100% | PARTIAL
server/src/services/ml/repository.ts | 82.85% | 70.83% | 81.81% | PARTIAL
server/src/services/ml/scoringService.ts | 100% | 94.44% | 100% | COVERED
server/src/services/ml/trainer.ts | 97.67% | 91.89% | 100% | PARTIAL
server/src/services/mlTrainingLock.ts | 100% | 100% | 100% | COVERED
server/src/services/mobileIngestService.ts | 83.59% | 69.23% | 78.26% | PARTIAL
server/src/services/networkListService.ts | 100% | 100% | 100% | COVERED
server/src/services/networkService.ts | 100% | 100% | 100% | COVERED
server/src/services/networkTagService.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/filterBuilders.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/filterBuilders/locationFilters.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/filterBuilders/securityRadioFilters.ts | 100% | 91.66% | 100% | COVERED
server/src/services/networking/filterBuilders/textRangeFilters.ts | 100% | 94.28% | 100% | COVERED
server/src/services/networking/homeLocation.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/queryParts.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/querySchema.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/queryState.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/repository.ts | 100% | 93.75% | 100% | COVERED
server/src/services/networking/sorting.ts | 97.67% | 80% | 90% | PARTIAL
server/src/services/networking/sql.ts | 100% | 100% | 100% | COVERED
server/src/services/networking/types.ts | 0% | 100% | 100% | UNCOVERED
server/src/services/observationService.ts | 100% | 100% | 100% | COVERED
server/src/services/ouiGroupingService.ts | 100% | 90.38% | 100% | COVERED
server/src/services/pgadmin/control.ts | 100% | 96% | 100% | COVERED
server/src/services/pgadmin/runtime.ts | 96.8% | 88.57% | 93.33% | PARTIAL
server/src/services/pgadminService.ts | 100% | 100% | 100% | COVERED
server/src/services/reports/threatReportRenderers.ts | 100% | 96.15% | 100% | COVERED
server/src/services/reports/threatReportUtils.ts | 100% | 100% | 100% | COVERED
server/src/services/secretsManager.ts | 87.71% | 77.52% | 100% | PARTIAL
server/src/services/shotspotterSensorsService.ts | 100% | 100% | 100% | COVERED
server/src/services/threatReportService.ts | 97.82% | 90.19% | 90.9% | PARTIAL
server/src/services/threatScoring.types.ts | 0% | 100% | 100% | UNCOVERED
server/src/services/threatScoringService.ts | 92.68% | 66.15% | 93.75% | PARTIAL
server/src/services/v2Queries.ts | 100% | 100% | 100% | COVERED
server/src/services/v2Service.ts | 100% | 100% | 0% | UNCOVERED
server/src/services/wigle/api.ts | 100% | 95.23% | 100% | COVERED
server/src/services/wigle/database.ts | 97.89% | 87.93% | 100% | PARTIAL
server/src/services/wigle/detail.ts | 61.11% | 65.43% | 50% | PARTIAL
server/src/services/wigle/persistence.ts | 66.66% | 0% | 16.66% | UNCOVERED
server/src/services/wigle/shared.ts | 100% | 100% | 100% | COVERED
server/src/services/wigle/wigleGateway.ts | 88.09% | 67.3% | 100% | PARTIAL
server/src/services/wigleAuditLogger.ts | 82.35% | 74.35% | 70% | PARTIAL
server/src/services/wigleClient.ts | 90.8% | 70% | 77.77% | PARTIAL
server/src/services/wigleDetailService.ts | 17.77% | 12.96% | 20% | UNCOVERED
server/src/services/wigleDetailTransforms.ts | 66.66% | 43.58% | 70% | PARTIAL
server/src/services/wigleEnrichmentFetcher.ts | 20.96% | 21.87% | 20% | UNCOVERED
server/src/services/wigleEnrichmentService.ts | 79.13% | 71.56% | 61.11% | PARTIAL
server/src/services/wigleImport/authProvider.ts | 100% | 100% | 100% | COVERED
server/src/services/wigleImport/btApiClient.ts | 32.14% | 46.15% | 50% | UNCOVERED
server/src/services/wigleImport/btPageProcessor.ts | 25.92% | 0% | 0% | UNCOVERED
server/src/services/wigleImport/btParams.ts | 86.59% | 78.26% | 90% | PARTIAL
server/src/services/wigleImport/pageProcessor.ts | 92.59% | 71.42% | 100% | PARTIAL
server/src/services/wigleImport/params.ts | 97.43% | 91.93% | 100% | PARTIAL
server/src/services/wigleImport/rateLimitingStrategy.ts | 53.84% | 100% | 0% | UNCOVERED
server/src/services/wigleImport/runRepository.ts | 97.41% | 90.42% | 96.15% | PARTIAL
server/src/services/wigleImport/runStateManager.ts | 98.18% | 91.3% | 100% | PARTIAL
server/src/services/wigleImport/serialization.ts | 100% | 100% | 100% | COVERED
server/src/services/wigleImport/wigleApiClient.ts | 100% | 92.3% | 100% | COVERED
server/src/services/wigleImport/wigleApiSpec.ts | 78.57% | 86.66% | 90% | PARTIAL
server/src/services/wigleImport/wigleBluetoothImportService.ts | 17.64% | 7.14% | 16.66% | UNCOVERED
server/src/services/wigleImportRunService.ts | 95.86% | 71.24% | 75% | PARTIAL
server/src/services/wigleImportService.ts | 100% | 100% | 100% | COVERED
server/src/services/wigleRequestLedger.ts | 84.5% | 75.55% | 94.44% | PARTIAL
server/src/services/wigleRequestUtils.ts | 100% | 97.14% | 100% | COVERED
server/src/services/wigleSearchApiService.ts | 100% | 94.73% | 100% | COVERED
server/src/services/wigleSearchCache.ts | 100% | 100% | 100% | COVERED
server/src/services/wigleSearchService.ts | 88.88% | 62.85% | 80% | PARTIAL
server/src/services/wigleSearchTransforms.ts | 80.43% | 62.26% | 76.92% | PARTIAL
server/src/services/wigleService.ts | 86.66% | 66.66% | 75% | PARTIAL
server/src/types/express.d.ts | 100% | 100% | 100% | COVERED
server/src/types/ml-logistic-regression.d.ts | 100% | 100% | 100% | COVERED
server/src/types/v2Types.ts | 0% | 100% | 100% | UNCOVERED
server/src/utils/asyncHandler.ts | 100% | 100% | 100% | COVERED
server/src/utils/databaseSetup.ts | 100% | 100% | 100% | COVERED
server/src/utils/envFlag.ts | 100% | 100% | 100% | COVERED
server/src/utils/envSanitizer.ts | 100% | 100% | 100% | COVERED
server/src/utils/escapeSQL.ts | 100% | 100% | 100% | COVERED
server/src/utils/frequencyUtils.ts | 100% | 100% | 100% | COVERED
server/src/utils/networkSqlExpressions.ts | 98.14% | 93.93% | 100% | PARTIAL
server/src/utils/queryPerformanceTracker.ts | 100% | 100% | 100% | COVERED
server/src/utils/routeMounts.ts | 98.11% | 90% | 100% | PARTIAL
server/src/utils/safeJsonParse.ts | 100% | 100% | 100% | COVERED
server/src/utils/securityLabelValidator.ts | 100% | 100% | 100% | COVERED
server/src/utils/serverConfig.ts | 100% | 100% | 100% | COVERED
server/src/utils/serverDependencies.ts | 100% | 100% | 100% | COVERED
server/src/utils/serverLifecycle.ts | 100% | 100% | 100% | COVERED
server/src/utils/serverStartup.ts | 100% | 100% | 100% | COVERED
server/src/utils/shutdownHandlers.ts | 90% | 100% | 83.33% | PARTIAL
server/src/utils/staticSetup.ts | 100% | 100% | 100% | COVERED
server/src/utils/validateSecrets.ts | 100% | 87.5% | 100% | PARTIAL
server/src/utils/validators.ts | 100% | 100% | 100% | COVERED
server/src/validation/middleware.ts | 100% | 92.47% | 100% | COVERED
server/src/validation/parameterParsers.ts | 100% | 100% | 100% | COVERED
server/src/validation/schemas.ts | 97.59% | 91.95% | 93.75% | PARTIAL
server/src/validation/schemas/commonSchemas.ts | 93.7% | 89.76% | 100% | PARTIAL
server/src/validation/schemas/complexValidators.ts | 99.37% | 96.26% | 100% | PARTIAL
server/src/validation/schemas/geospatialSchemas.ts | 96.9% | 97.43% | 100% | PARTIAL
server/src/validation/schemas/networkSchemas.ts | 96.58% | 95.45% | 100% | PARTIAL
server/src/validation/schemas/temporalSchemas.ts | 93.2% | 92.85% | 100% | PARTIAL
server/src/views/ouiGroupingDemo.ts | 100% | 100% | 100% | COVERED
server/src/websocket/ssmTerminal.ts | 93.22% | 83.87% | 89.47% | PARTIAL
